# kernel32.dll exports and whether ReactOS 0.4.16 (x86, reports NT 5.2) has them.
# Source: the export tables of \reactos\system32\kernel32.dll and kernel32_vista.dll
# inside the released ReactOS-0.4.16-i386 image, read with pefile. Not documentation:
# these are the bytes the target actually ships. Format: name<TAB>reactos|no<TAB>where
# Names come from that image plus every name in kernel32-exports.tsv, so a function
# XP has and ReactOS lacks appears here as absent rather than simply missing.
# kernel32_vista.dll is marked absent on purpose: it is an internal ReactOS module,
# imported in that image only by ReactOS's own DLLs, never by an application.
# Regenerate with scripts/fetch-reactos-exports.py <ReactOS-0.4.16-i386.iso>.
EnumResourceLanguagesW	reactos	kernel32.dll
EnumResourceNamesA	reactos	kernel32.dll
EnumResourceNamesExA	no	absent
EnumResourceNamesExW	no	absent
EnumResourceNamesW	reactos	kernel32.dll
EnumResourceTypesA	reactos	kernel32.dll
EnumResourceTypesExA	no	absent
EnumResourceTypesExW	no	absent
EnumResourceTypesW	reactos	kernel32.dll
EnumSystemCodePagesA	reactos	kernel32.dll
EnumSystemCodePagesW	reactos	kernel32.dll
EnumSystemFirmwareTables	reactos	kernel32.dll
EnumSystemGeoID	reactos	kernel32.dll
EnumSystemLanguageGroupsA	reactos	kernel32.dll
EnumSystemLanguageGroupsW	reactos	kernel32.dll
EnumSystemLocalesA	reactos	kernel32.dll
EnumSystemLocalesEx	no	kernel32_vista.dll only
EnumSystemLocalesW	reactos	kernel32.dll
EnumTimeFormatsA	reactos	kernel32.dll
EnumTimeFormatsEx	no	absent
EnumTimeFormatsW	reactos	kernel32.dll
EnumUILanguagesA	reactos	kernel32.dll
EnumUILanguagesW	reactos	kernel32.dll
EnumerateLocalComputerNamesA	reactos	kernel32.dll
EnumerateLocalComputerNamesW	reactos	kernel32.dll
EnumerateStateAtomValues	no	absent
EnumerateStateContainerItems	no	absent
EraseTape	reactos	kernel32.dll
EscapeCommFunction	reactos	kernel32.dll
ExecuteUmsThread	no	absent
ExitProcess	reactos	kernel32.dll
ExitThread	reactos	kernel32.dll
ExitVDM	reactos	kernel32.dll
ExpandEnvironmentStringsA	reactos	kernel32.dll
ExpandEnvironmentStringsW	reactos	kernel32.dll
ExpungeConsoleCommandHistoryA	reactos	kernel32.dll
ExpungeConsoleCommandHistoryW	reactos	kernel32.dll
ExtendVirtualBuffer	no	absent
FT_Exit0	no	absent
FT_Exit12	no	absent
FT_Exit16	no	absent
FT_Exit20	no	absent
FT_Exit24	no	absent
FT_Exit28	no	absent
FT_Exit32	no	absent
FT_Exit36	no	absent
FT_Exit4	no	absent
FT_Exit40	no	absent
FT_Exit44	no	absent
FT_Exit48	no	absent
FT_Exit52	no	absent
FT_Exit56	no	absent
FT_Exit8	no	absent
FT_Prolog	no	absent
FT_Thunk	no	absent
FatalAppExitA	reactos	kernel32.dll
FatalAppExitW	reactos	kernel32.dll
FatalExit	reactos	kernel32.dll
FileTimeToDosDateTime	reactos	kernel32.dll
FileTimeToLocalFileTime	reactos	kernel32.dll
